Language name,Alternate language names,Country,Region,Resource Title,Resource URL,Resource type,,,,,,,,
Zapoteco de Santo Domingo Albarradas,,Mexico,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/400397026,Video,,,,,,,,
Q'anjob'al,,Guatemala,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/400448342,Video,,,,,,,,
K'iche',Kiche,Guatemala,Mexico-Central America-Caribbean,Information video (Totonicapan variety),https://vimeo.com/400752732,Video,,,,,,,,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401138175,Video,,,,,,,,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401173779,Video,,,,,,,,
Yaqui,"Jiak Noki, Yoem Noki, Yoeme",Mexico,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401541228,Video,,,,,,,,
Chinanteco de Lalana,,Mexico,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401546953,Video,,,,,,,,
Mixteco,Tu'un savi,Mexico,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401735769,Video,,,,,,,,
Tlapanec,Me'phaa,Mexico,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/403154975,Video,,,,,,,,
Low German,"Saxon, Plattdütsch","Germany, Netherlands",Europe,Symptoms and fact sheet,https://wearldsproake.nl/2020/03/18/dit-sint-de-verskynselen-van-et-koronavirus/?fbclid=IwAR14q2qS66GCvz-EaRAPnQe4qKcbKYDBGK8Wix7B3s-R-dz_qXusE3msM54,,,,,,,,,
Cuyonon,,Philippines,Southeast Asia,Cut COVID-19's Chain of Infection Infographics,https://web.facebook.com/aldrinplee/posts/3498054176876315,,,,,,,,,
Cuyonon,,Philippines,Southeast Asia,WHO COVID-19 Explainer Video,https://web.facebook.com/aldrinplee/videos/3501448359870230/,,,,,,,,,
Cuyonon,,Philippines,Southeast Asia,"COVID-19 (March Update): Causes, Symptoms, Diagnosis, Treatment and Pathology (created and published in English by Osmosis.org)",https://web.facebook.com/aldrinplee/videos/3519570264724706/,,,,,,,,,
Arabic,العربية,Arabic (العربية):,Near East,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Khmer,ភាសាខ្មែរ,"Cambodia, Thailand, Vietnam",Southeast Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Amharic,አማርኛ,Ethiopia,Africa,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Hindi,हिन्दी,India,South Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Korean,한국어,Korea,East Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Marshallese,Kajin M̧ajeļ,Marshall Islands,Pacific,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Tagalog,,Philippines,Southeast Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Russian,русский,Russia,Europe,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Thai,ภาษาไทย,Thailand,Southeast Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Vietnamese,Tiếng Việt,Vietnam,Southeast Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
French,français,,"Europe, Africa, North America",King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&amp,utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&amp,utm_medium=email&amp,utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&amp,mc_cid=f9ef53ee9b&amp,mc_eid=6e5511a48a,,,,
Albanian,shqip,Albania,Europe,CDC Stop the Spread poster,https://wnycosh.org/app/uploads/2020/03/Albanian-CDC-Stop-the-Spread-of-Germs-COVID19.pdf,,,,,,,,,
Albanian,shqip,Albania,Europe,APHA fact sheet,https://wnycosh.org/app/uploads/2020/03/COVID-19-Fact-Sheet-APHA-Albanian.pdf,,,,,,,,,
"Ndebele, Northern","amaNdebele, isiNdebele saseNyakatho",Zimbabwe,Africa,Coronavirus explainer page,https://www.263chat.com/coronavirus-explained-in-isindebele,Web page,,,,,,,,
Shona,chiShona,"Zimbabwe, Mozambique",Africa,Coronavirus explainer page,https://www.263chat.com/coronavirus-explained-in-shona/,Web page,,,,,,,,
Louisiana Creole,"kréyol la lwizyàn, Kouri-Vini",US,North America,Prevention poster,https://www.academia.edu/42268367/Koronaviris_COVID-19_Komen_prot%C3%A9j%C3%A9_to-minm_US_CDC_20_mars_2020_?fbclid=IwAR2MdY6M5cShRJHoKntOgLlZwrWlfyDkFcFqbavpwe2MR8uJjassrG7vqhY,,,,,,,,,
Anindiliyakwa,,Australia,Australia,Government of Australia prevention advice audio,https://www.anindilyakwasafe.net/d/node/127?fbclid=IwAR1P50xsWBXhhtMHGeXdZwklm4eTdw0zkFYjH5mbOC0BTekDz0F9Pp0lTDI,,,,,,,,,
Dënësųłinë́,"Denesuline, ᑌᓀᓱᒼᕄᓀ, Chipewyan",Canada,North America,Prevent the spread poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-chp.pdf?,Image/poster,,,,,,,,
Plains Cree,"ᓀᐦᐃᔭᐍᐏᐣ, nēhiyawēwin",Canada,North America,Reduce the spread poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-cre.pdf?,Image/poster,,,,,,,,
Michif,Métchif,Canada,North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-crg.pdf?,Image/poster,,,,,,
Inuinnaqtun,,Canada,North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-ikt.pdf?,Image/poster,,,,,,
Mi'kmaq,Mikmaq,Canada,North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-mic.pdf?,Image/poster,,,,,,
Innu-aimun,,Canada,North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-moe.pdf?,Image/poster,,,,,,
"Ojibwe, Eastern",Nishnaabemwin,"Canada, US",North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-ojg.pdf?,Image/poster,,,,,,
Oji-Cree,ᐊᓂᐦᔑᓂᓃᒧᐏᐣ ,Canada,North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-ojs.pdf?,Image/poster,,,,,,
"Ojibwe, Western",ᓇᐦᑲᐌᒧᐎᓐ / Nakawēmowin,Canada,North America,&ldquo,Prevent the spread&rdquo, poster from Public Health Agency Canada,https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-ojw.pdf?,Image/poster,,,,,,
Mandarin Chinese,中文,China,East Asia,CDC Coronavirus page (simplified),https://www.cdc.gov/coronavirus/2019-ncov/index-Chinese.html,Web page,,,,,,,,
Spanish,español,Spanish (espaÑol):,"Europe, South America, Mexico-Central America-Caribbean",CDC Coronavirus page,https://www.cdc.gov/coronavirus/2019-ncov/index-sp.html,Web page,,,,,,,,
Spanish,español,Spanish (espaÑol):,"Europe, South America, Mexico-Central America-Caribbean",Colorincolorado,https://www.colorincolorado.org/coronavirus,,,,,,,,,
Icelandic,íslenska,Iceland,Europe,Icelandic Government site,https://www.covid.is/,Web page,,,,,,,,
Greek,Ελληνικά,Greece,Europe,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-greek,,,,,,,,,
Hindi,हिन्दी,India,South Asia,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-hindi,,,,,,,,,
Khmer,ភាសាខ្មែរ,"Cambodia, Thailand, Vietnam",Southeast Asia,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-khmer,,,,,,,,,
Punjabi,ਪੰਜਾਬੀ,India,South Asia,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-punjabi,,,,,,,,,
Tamil,தமிழ்,India,South Asia,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-tamil,,,,,,,,,
Turkish,Türkçe,Turkey,Europe,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-turkish,,,,,,,,,
Albanian,shqip,Albania,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Albanian-Covid19-Guidance.pdf,Document,,,,,,,,
Amharic,አማርኛ,Ethiopia,Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Amharic-Covid19-Guidance.pdf,Document,,,,,,,,
Armenian,հայերեն,Armenia,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Armenian-Covid19-Guidance.pdf,Document,,,,,,,,
Bengali,"বাংলা, Bangla","India, Bangladesh",South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Bengali-Covid19-Guidance.pdf,Document,,,,,,,,
Bulgarian,български,"Bulgaria, Moldova, Turkey",Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Bulgarian-Covid19-Guidance.pdf,Document,,,,,,,,
Czech,"čeština, česk&yacute; jazyk",Czech Republic,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Czech-Covid19-Guidance.pdf,Document,,,,,,,,
Dari,دری,Afghanistan,Near East,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Dari-Covid19-Guidance.pdf,Document,,,,,,,,
Estonian,eesti keel,Estonia,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Estonian-Covid19-Guidance.pdf,Document,,,,,,,,
Farsi ,"فارسی, Persian","Afghanistan, Azerbaijan, Iran, Iraq, Russia, Tajikistan, Uzbekistan",Near East,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Farsi-Covid19-Guidance.pdf,Document,,,,,,,,
Greek,Ελληνικά,Greece,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Greek-Covid19-Guidance.pdf,Document,,,,,,,,
Gujarati,ગુજરાતી,India,South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Gujarati-Covid19-Guidance.pdf,Document,,,,,,,,
Hausa,هَرْشَن هَوْسَ,"Niger, Nigeria, Ghana, Cameroon, Togo, Benin",Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Hausa-Covid19-Guidance.pdf,Document,,,,,,,,
Hindi,हिन्दी,India,South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Hindi-Covid19-Guidance.pdf,Document,,,,,,,,
Hungarian,magyar nyelv,Hungary,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Hungarian-Covid19-Guidance.pdf,Document,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Kiswahili-Covid19-Guidance.pdf,Document,,,,,,,,
Krio,,Sierra Leone,Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Krio-Covid19-Guidance.pdf,Document,,,,,,,,
Sorani,"Central Kurdish, سۆرانی","Iraq, Iran",Near East,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Kurdish-Sorani-Covid19-Guidance.pdf,Document,,,,,,,,
Latvian,"latviešu valoda, Lettish",Latvia,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Latvian-Covid19-Guidance.pdf,Document,,,,,,,,
Lithuanian,lietuvių kalba,Lithuania,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Lithuanian-Covid19-Guidance.pdf,Document,,,,,,,,
Malayalam,മലയാളം,India,South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Malayalam-Covid19-Guidance.pdf,Document,,,,,,,,
Oromo,Afaan Oromoo,"Ethiopia, Kenya",Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Oromo-Covid19-Guidance.pdf,Document,,,,,,,,
Pashto,پښتو,"Afghanistan, Pakistan",Near East,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Pashto-Covid19-Guidance.pdf,Document,,,,,,,,
Polish,Polski,Poland,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Polish-Covid19-Guidance.pdf,Document,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa",NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Portuguese-Covid19-Guidance.pdf,Document,,,,,,,,
Punjabi,ਪੰਜਾਬੀ,India,South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Punjabi-Covid19-Guidance.pdf,Document,,,,,,,,
Romanian,Română,Romania,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Romanian-Covid19-Guidance.pdf,Document,,,,,,,,
Russian,русский,Russia,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Russian-Covid19-Guidance.pdf,Document,,,,,,,,
Mandarin Chinese,中文,China,East Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Simplified-Chinese-Covid19-Guidance.pdf,Document,,,,,,,,
Sindhi,"سنڌي, सिन्धी, ਸਿੰਧੀ","India, Pakistan",South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Sindhi-Covid-19-Guidance.pdf,Document,,,,,,,,
Slovakian,slovenčina,"Slovakia, Hungary",Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Slovak-Covid19-Guidance.pdf,Document,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Somali-Covid19-Guidance.pdf,Document,,,,,,,,
Spanish,español,Spanish (espaÑol):,"Europe, South America, Mexico-Central America-Caribbean",NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Spanish-Covid19-Guidance.pdf,Document,,,,,,,,
Tamil,தமிழ்,India,South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Tamil-Covid19-Guidance.pdf,Document,,,,,,,,
Tigrinya,ትግርኛ,"Eritrea, Ethiopia",Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Tigrinya-Covid19-Guidance.pdf,Document,,,,,,,,
Turkish,Türkçe,Turkey,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Turkish-Covid19-Guidance.pdf,Document,,,,,,,,
Urdu,اُردُو,"Pakistan, India",South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Urdu-Covid19-Guidance.pdf,Document,,,,,,,,
Vietnamese,Tiếng Việt,Vietnam,Southeast Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Vietnamese-Covid19-Guidance.pdf,Document,,,,,,,,
Wolof,,"Senegal, Gambia, Mauritania",Africa,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Wolof-Covid19-Guidance.pdf,Document,,,,,,,,
Yiddish,ייִדיש,,"North America, Europe",NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Yiddish-Covid19-Guidance.pdf,Document,,,,,,,,
Marshallese,Kajin M̧ajeļ,Marshall Islands,Pacific,Washington Dept. of Health personal preparedness sheet,https://www.doh.wa.gov/Portals/1/Documents/1600/COVID-19-PersonalPreparedness-Marshallese.pdf,,,,,,,,,
"Tibetan, Standard","བོད་སྐད་, Bod skad, Böké",Tibet,East Asia,Tibet Action Institute infographics,https://www.dropbox.com/s/5k6gwbu8kl0dblc/Tibet Action Institute.pdf?dl=0,,,,,,,,,
Basque,Euskara,Spain,Europe,Osakidetza (Basque Country health authority) fact sheets and videos,https://www.euskadi.eus/covid-19-koronabirus-berria/,Web page,,,,,,,,
Mapuche,Mapudungun,"Argentina, Chile",South America,Informational video,https://www.facebook.com/1202307407/videos/10222370610953095/,Video,,,,,,,,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Prevention video (Nebaj variety),https://www.facebook.com/1473030180/posts/3786219942032/,,,,,,,,,
Yucatec Maya,"mayaʼ tʼàan, maayat'aan",Mexico,Mexico-Central America-Caribbean,Prevention video (youth-oriented),https://www.facebook.com/163587964085286/videos/1823988754403882/,Video,,,,,,,,
"Nahuatl, Huasteca",,Mexico,Mexico-Central America-Caribbean,Prevention video (youth-oriented),https://www.facebook.com/163587964085286/videos/209248347034508/,Video,,,,,,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/163587964085286/videos/263186498009429/,Video,,,,,,,,
Huarijio,Guarijío,Mexico,Mexico-Central America-Caribbean,Prevention video (youth-oriented),https://www.facebook.com/163587964085286/videos/292491181738322/,Video,,,,,,,,
